NoticeNum,DateNotice,Shape,BLOCKLOT,NEIGHBOR,Council_District,Typology2017,OBJECTID,ESRI_OID,x,y
1920567A,"July 31, 2020",,2350 013,EVERGREEN LAWN                           ,-447545912,I,806768,2964,1410109.700793475,594017.8962052315
1920564A,"July 31, 2020",,2475F033,FRANKLINTOWN ROAD                        ,-447546920,I,811795,9540,1406407.3551798016,593782.5452979803
1920559A,"July 31, 2020",,2375 037,MOSHER                                   ,-447546536,I,807678,7401,1408324.5035764724,594282.7765809745
1920555A,"August 3, 2020",,2284 025,ALLENDALE                                ,-447546872,G,804458,4754,1404095.616036892,592659.3526624739
1920554A,"August 3, 2020",,2256 008,SAINT JOSEPHS                            ,-447544664,H,803379,1483,1403606.1052048802,589087.8296218067
1920550A,"August 3, 2020",,2252A014A,SAINT JOSEPHS                            ,-447546488,H,803188,6660,1403434.3447216302,589980.3143853992
192046A,"April 16, 2007",,1155 099,JOHNSTON SQUARE                          ,-447546392,H,761370,5375,1423388.1755488068,596705.5624178052
1920428A,"July 31, 2020",,2304 010,COPPIN HEIGHTS/ASH-CO-EAST               ,-447547016,I,805440,4473,1410109.1968574673,598414.2584754825
1920424A,"July 31, 2020",,2358 033,BRIDGEVIEW/GREENLAWN                     ,-447546824,H,807026,12618,1409729.2697958052,594782.3100307286
1920423A,"July 31, 2020",,2401B032,COPPIN HEIGHTS/ASH-CO-EAST               ,-447545288,I,809078,5302,1408013.8995388895,597845.841633305
1920385A,"January 8, 2021",,4079 036,BETTER WAVERLY                           ,-447545768,F,859095,6185,1423762.4792621434,604853.2856236398
1920262A,"July 31, 2020",,2400 020,COPPIN HEIGHTS/ASH-CO-EAST               ,-447546680,I,808982,2238,1408334.2138588876,597968.3167820573
1920248A,"August 4, 2020",,2153 051,PENROSE/FAYETTE STREET OUTREACH          ,-447546968,I,799745,8735,1410293.3421584666,590979.8747222275
1919875A,"July 31, 2020",,1457 086,BROADWAY EAST                            ,-447544808,J,767270,1678,1427741.400110051,598876.7089941502
1919865A,"July 31, 2020",,1448 044,BROADWAY EAST                            ,-447544568,I,766458,10151,1428125.8232257217,599502.2031499743
1919859A,"July 31, 2020",,1447 011,BROADWAY EAST                            ,-447544184,J,766299,6126,1427563.3551905602,599274.1274906397
1919849A,"July 31, 2020",,1624 035,MILTON-MONTFORD                          ,-447545720,I,774916,3865,1430453.0370752215,595010.1117404699
1919761A,"July 31, 2020",,3042 015,WALBROOK                                 ,-447544952,H,822657,4300,1405981.6847712994,600167.8428948075
1919758A,"July 31, 2020",,3011 005E,WALBROOK                                 ,-447544904,I,821873,12192,1407464.1706514657,598850.7320119739
1919756A,"July 31, 2020",,2808 010,MOUNT HOLLY                              ,-447546296,E,818583,10133,1402765.0809683055,599227.3539621383
1919755A,"July 31, 2020",,2441 034,ROSEMONT                                 ,-447545960,I,810332,7698,1405200.3018196374,597230.3897802234
1919751A,"July 31, 2020",,3227 013,MONDAWMIN                                ,-447545048,H,827962,3016,1412072.9803314656,599474.5873915553
1919748A,"July 31, 2020",,2300 053,EASTERWOOD                               ,-447545480,I,805268,10988,1410689.1851987988,598317.7530910671
1919735A,"July 29, 2020",,4810 033,CYLBURN                                  ,-447545624,H,882690,1944,1406279.2986773849,611255.70228073
1919734A,"July 29, 2020",,3349A016,GREENSPRING                              ,-447544424,I,831731,7168,1407246.204551965,609532.2480504811
1919733A,"July 29, 2020",,3347 026,GREENSPRING                              ,-447545528,I,831390,4022,1408583.5814703852,608377.9045586437
1919731A,"July 29, 2020",,4626A056,CENTRAL PARK HEIGHTS                     ,-447546632,I,878423,10555,1405992.617164135,611303.7970008105
1919729A,"July 29, 2020",,4613 012,CENTRAL PARK HEIGHTS                     ,-447546344,I,877758,8297,1405092.3309069723,612515.6676085591
1919727A,"July 29, 2020",,4602 071,CENTRAL PARK HEIGHTS                     ,-447544760,J,877209,5966,1403741.1367589682,610429.5940248072
1919725A,"July 29, 2020",,3301 135M,CENTRAL PARK HEIGHTS                     ,-447545192,I,829837,1631,1405564.572088465,610302.6405385584
1919723A,"July 29, 2020",,2741A028,CONCERNED CITIZENS OF FOREST PARK        ,-447544088,H,817692,9941,1401975.4578756392,603767.1417985559
1919722A,"July 29, 2020",,2733 010,CENTRAL FOREST PARK                      ,-447545000,E,817467,4251,1401194.1933620572,604988.6895523071
1919719A,"July 29, 2020",,3175A027,TOWANDA-GRANTLEY                         ,-447544616,I,826141,5316,1407382.2479150593,606867.5647315532
1919684A,"August 19, 2020",,7644 068,CHERRY HILL                              ,-447546248,G,947474,4350,1417906.7636113912,575369.14511697
1919502A,"July 29, 2020",,0021 033,SANDTOWN-WINCHESTER                      ,-447545336,J,724456,379,1412563.5830247998,597395.6830848157
1919418A,"July 30, 2020",,1102 008,OLIVER                                   ,-447544472,I,758849,11936,1426435.957510978,599197.2851246446
1919397A,"August 5, 2020",,2960 051,DOLFIELD                                 ,-447544376,F,821314,8749,1401544.578488052,608133.9043904841
1919384A,"July 30, 2020",,1608 085,MILTON-MONTFORD                          ,-447544328,I,774220,8186,1430362.5543165505,595305.424470067
1919243A,"July 29, 2020",,0327 043,UPTON                                    ,-447544280,I,740727,2277,1415348.5154470503,596842.7465266436
1919209A,"July 28, 2020",,3815 057,BARCLAY                                  ,-447547112,G,846234,6885,1422629.57404764,600472.085396558
1919072A,"August 16, 2020",,4165 026,DARLEY PARK                              ,-447545816,J,862970,5634,1426790.1201884747,600704.1528458148
1919071A,"August 15, 2020",,4010N007,EAST BALTIMORE MIDWAY                    ,-447544232,J,856255,155,1425015.7103514671,601158.9229336381
1919044A,"August 15, 2020",,4001 031,EAST BALTIMORE MIDWAY                    ,-447546776,G,855613,4614,1423367.7346448004,599597.5116863996
1919024A,"August 16, 2020",,4164B003,DARLEY PARK                              ,-447546728,J,862890,1825,1427293.585060805,600528.9074613899
1918936A,"July 31, 2020",,3244 017,PARKVIEW/WOODBROOK                       ,-447546056,I,828720,9078,1411920.8559638113,600668.047274977
1918538A,"July 28, 2020",,4001 043,EAST BALTIMORE MIDWAY                    ,-447546008,G,855625,8228,1423189.3839516342,599585.2144668996
191850A,"April 16, 2007",,4552 101,ARLINGTON                                ,-447545864,I,875786,10076,1403477.6294119656,612718.2895786464
1918379A,"July 27, 2020",,2487 025,EDGEWOOD                                 ,-447545672,H,812278,12177,1403104.2558148801,592880.9693452269
1918364A,"July 28, 2020",,2438 016,ROSEMONT                                 ,-447545432,G,810201,131,1405372.905477047,597857.8629347235
1918347A,"July 24, 2020",,0037 010,SANDTOWN-WINCHESTER                      ,-447543560,G,725239,2681,1414572.406434968,596462.7403968871
1918298A,"July 24, 2020",,0777 073,WASHINGTON VILLAGE/PIGTOWN               ,-447543896,F,751214,1523,1415301.8167215586,587236.8471033126
191817A,"April 17, 2007",,4005 013,EAST BALTIMORE MIDWAY                    ,-447542840,J,855755,3945,1424538.6164893806,599462.1733743995
1918142A,"July 24, 2020",,7437A030,WESTPORT                                 ,-447543608,H,944244,9844,1416156.871113807,581561.9739386439
1918128A,"July 30, 2020",,1610 074,MADISON-EASTEND                          ,-447543416,I,774396,959,1431164.4490382224,595316.5182798952
1917875A,"July 23, 2020",,7076 002,BROOKLYN                                 ,-447543512,H,939666,11151,1424657.7701224685,572119.5420361459
1917837A,"July 28, 2020",,4706E020,MOUNT WASHINGTON                         ,-447543128,A,879853,3365,1409366.6179620475,617801.7393854707
1917836A,"July 27, 2020",,1283 001,JONESTOWN                                ,-447541784,NonResidential,763474,1956,1423564.7621378899,592594.9909145534
1917751A,"July 24, 2020",,2419 073,NORTHWEST COMMUNITY ACTION               ,-447542024,I,809919,4093,1406766.8305107206,597481.2596853077
1917750A,"July 24, 2020",,3410 020,PENN NORTH                               ,-447541544,I,833808,9822,1413530.4452643096,599948.5447769761
1917749A,"July 24, 2020",,3416 008,PENN NORTH                               ,-447542072,I,834078,2741,1414723.522930637,599142.4085939825
191773A,"April 17, 2007",,2140 039,MILLHILL                                 ,-447542792,I,799409,11041,1408961.7690342218,587871.1201129705
1917619A,"July 23, 2020",,2281 011,ALLENDALE                                ,-447542168,H,803943,3031,1404459.388275221,591280.2261556387
1917491A,"July 27, 2020",,2171 067,SHIPLEY HILL                             ,-447543368,J,800472,10163,1409533.565134719,590271.1428719759
1917459A,"July 22, 2020",,2140 042,MILLHILL                                 ,-447541736,I,799412,1601,1408985.1968088895,587843.0594735593
1917108A,"July 21, 2020",,0695 013,CARROLLTON RIDGE                         ,-447543848,I,749372,6882,1410701.932876721,588081.0563728958
1917107A,"July 21, 2020",,0695 008,CARROLLTON RIDGE                         ,-447542120,I,749367,1317,1410677.9457199723,588136.0493731499
1917100A,"July 21, 2020",,0289 049,CARROLLTON RIDGE                         ,-447543992,J,738898,6982,1411328.3207315505,588625.200625807
1917099A,"July 21, 2020",,0273 074,CARROLLTON RIDGE                         ,-447542696,J,737648,2477,1411718.5033501387,589123.5621618927
1917054A,"July 21, 2020",,4070A071,BETTER WAVERLY                           ,-447543944,J,858608,5646,1423121.5451765507,602418.2501394004
1917045A,"July 21, 2020",,0177 051,PENROSE/FAYETTE STREET OUTREACH          ,-447543704,J,732477,9782,1412013.547379464,591270.8508463055
1916900A,"August 23, 2020",,3951 022,COLDSTREAM HOMESTEAD MONTEBELLO          ,-447542456,I,850973,12724,1427921.131049797,603880.2281865627
1916819A,"July 22, 2020",,4114A048,COLDSTREAM HOMESTEAD MONTEBELLO          ,-447543800,I,859778,12749,1426745.3236901313,602311.9130817205
1916525A,"July 21, 2020",,0272 097,CARROLLTON RIDGE                         ,-447543464,J,737572,1908,1411315.0609155595,588993.1733150631
191645A,"April 13, 2007",,0117 017,MIDTOWN-EDMONDSON                        ,-447544040,I,729548,11096,1411200.6070762277,593002.4307164699
1916152A,"July 17, 2020",,0300C057,SANDTOWN-WINCHESTER                      ,-447541976,I,739502,11810,1414032.5325147212,597536.06567806
1916075A,"July 17, 2020",,4577 037,CENTRAL PARK HEIGHTS                     ,-447543752,J,876171,6281,1403676.8399715573,611153.6811593175
1915968A,"July 17, 2020",,0294 072,PENN NORTH                               ,-447541928,J,739169,3611,1413480.023121059,598403.7076435536
1915935A,"July 17, 2020",,0055B010,SANDTOWN-WINCHESTER                      ,-447541400,H,726049,4158,1414461.1858568937,595640.7256367207
1915928A,"July 17, 2020",,2755 021,CONCERNED CITIZENS OF FOREST PARK        ,-447542744,F,818392,10640,1402440.3887043,602949.5000611395
1915860A,"July 21, 2020",,1733 027,PATTERSON PARK NEIGHBORHOOD              ,-447541496,E,781535,9105,1433710.8770162165,592524.3050323129
1915824A,"July 16, 2020",,4123A072,COLDSTREAM HOMESTEAD MONTEBELLO          ,-447542504,I,860539,10915,1427156.2874351442,602170.5432857275
1915822A,"July 16, 2020",,0294 074,PENN NORTH                               ,-447541688,J,739171,4374,1413463.2009762228,598420.2053139806
1915774A,"July 16, 2020",,4139 021,COLDSTREAM HOMESTEAD MONTEBELLO          ,-447543032,I,861146,10929,1427978.5853312165,602793.684755981
1915728A,"July 16, 2020",,2275A036,ALLENDALE                                ,-447541016,H,803511,11104,1404629.25014022,591260.812480554
1915586A,"July 17, 2020",,6273 035,BALTIMORE HIGHLANDS                      ,-447542936,F,928117,6449,1434621.463449642,592761.6926808953
1915579A,"July 16, 2020",,4573 003I,LANGSTON HUGHES                          ,-447541304,I,875977,5737,1402593.0396457165,610751.733472392
1915335A,"July 16, 2020",,0363 024,UPTON                                    ,-447541880,H,741762,7892,1416734.199683547,596641.8522433937
1915287A,"July 16, 2020",,4626A088,CENTRAL PARK HEIGHTS                     ,-447541832,I,878455,4376,1406237.795479551,610960.9840381444
1915215A,"August 4, 2020",,4589 036,CENTRAL PARK HEIGHTS                     ,-447542648,I,876716,6718,1405310.042085722,613743.1398911476
1915127A,"July 15, 2020",,0204 042,BOYD-BOOTH                               ,-447542360,J,733857,11988,1410926.6830833852,590428.6563364714
1915077A,"July 15, 2020",,2218 022,PENROSE/FAYETTE STREET OUTREACH          ,-447542600,J,802068,7759,1407650.3425232172,592404.1966767311
1915076A,"January 11, 2021",,2171 040,SHIPLEY HILL                             ,-447541640,J,800444,2690,1409028.04022713,590432.2022611499
1914848A,"July 15, 2020",,2165 018,SHIPLEY HILL                             ,-447543656,J,800003,6955,1409615.7578837276,590859.6981253177
1914698A,"July 14, 2020",,1504 061,BROADWAY EAST                            ,-447543320,J,769764,771,1430113.9075041413,597853.8212761432
1914677A,"July 16, 2020",,4573 003A,LANGSTON HUGHES                          ,-447543272,I,875969,3418,1402705.725772053,610834.9245789796
1914287A,"July 16, 2020",,4626A089F,CENTRAL PARK HEIGHTS                     ,-447542552,I,878467,1403,1406337.1978398114,610768.7075198144
1914129A,"July 19, 2020",,1660 031,ELLWOOD PARK/MONUMENT                    ,-447541592,I,777072,8549,1432446.820161134,594068.4522064775
1914067A,"July 20, 2020",,6158A019,ELLWOOD PARK/MONUMENT                    ,-447543080,I,926137,801,1433905.4415877163,594409.4275743961
191402A,"April 17, 2007",,0695 025,CARROLLTON RIDGE                         ,-447543224,I,749384,1469,1410762.068911299,587943.2111761421
1913786A,"December 30, 2020",,2727 013,DORCHESTER                               ,-447541448,E,817373,4408,1401863.3875617236,605998.137336567
1913783A,"July 14, 2020",,0308 013,DRUID HEIGHTS                            ,-447541352,I,739898,5124,1414848.2050959766,597961.2646308094
1913649A,"July 10, 2020",,8139K002,BEECHFIELD                               ,-447543176,D,955058,3381,1397056.0753259659,587414.9261434823
1913529A,"July 10, 2020",,1935 077,RIVERSIDE                                ,-447541256,B,795444,1470,1423391.9380084723,584988.1248947233
1913516A,"July 10, 2020",,3311 002,CENTRAL PARK HEIGHTS                     ,-447542984,J,830159,7189,1407173.9268093854,608409.8621718884
191343A,"April 11, 2007",,0261 050,NEW SOUTHWEST/MOUNT CLARE                ,-447541208,I,736800,6900,1412979.1396083832,589493.18248564
